65.5, 4, 6.42
65.5, 3, 5.43
65.5, 4, 6.59
65.5, 4, 6.38
52.5, 4, 5.86
52.5, 4, 5.83
52.5, 3, 4.53
52.5, 3, 4.19
45, 4, 5.61
45, 4, 5.53
45, 3, 3.89
45, 3, 3.83
45, 3, 3.74
45, 4, 5.62
45, 4, 5.77
